X,Y
352.8000000000001, 0.0010600967456649898
357.60000000000014, 0.0020007289080751535
362.40000000000015, 0.0027744989025348527
367.20000000000016, 0.002924515798916316
372.0000000000002, 0.0032533742196689357
376.8000000000002, 0.00301407608190846
381.6000000000002, 0.0024568133370700337
386.4000000000002, 0.002089158216492741
391.2000000000003, 0.0020445778628250706
396.0000000000002, 0.0019460677115927562
400.8000000000003, 0.002506145293027274
405.60000000000025, 0.003268982426827256
410.40000000000026, 0.0032221025995850614
415.2000000000003, 0.0040317270344465035
420.0000000000003, 0.004493165751732036
424.8000000000003, 0.004706182269141056
429.6000000000003, 0.0049092487263454766
434.4000000000003, 0.005186656451281295
439.20000000000033, 0.005475655056269572
444.00000000000034, 0.005548864808371679
448.8000000000004, 0.005287440956051357
453.60000000000036, 0.004809135405899273
458.4000000000004, 0.004403129832664736
463.2000000000004, 0.004581248646986381
468.00000000000045, 0.005017188740856961
472.8000000000004, 0.004751054703342059
477.6000000000005, 0.004172589370737858
482.40000000000043, 0.003242660050839381
487.2000000000005, 0.002128156520284462
492.00000000000045, 0.0017067041278177285
496.8000000000005, 0.0009321609919497129
501.6000000000005, 0.0005144577168455979
506.40000000000055, 0.0003476875684903097
511.2000000000005, 0.0002943965802653034
516.0000000000005, 0.00023326642687409443
520.8000000000004, 0.00018869477844136312
525.6000000000004, 0.0002973689696670334
530.4000000000003, 0.00029639270588975586
535.2000000000003, 0.0002634981335818496
